Number,Character
579,"U_BASE 2, SUPPLY 2, SUPPLY 1, SUPPLY 2, SUPPLY 2, U_BASE 1, U_BASE 2, SUPPLY 2, SUPPLY 2, SUPPLY 1, TEMPLE 1, SUPPLY 1, U_BASE 2, U_SPLY 2, U_SPLY 2, U_SPLY 1, SUPPLY 2, U_SPLY 2, U_SPLY 1, U_SPLY 1, SUPPLY 2, SUPPLY 1, U_SPLY 1, "
580,"SUPPLY 1, U_BASE 2, SUPPLY 2, U_BASE 1, SUPPLY 2, SUPPLY 2, U_BASE 2, SUPPLY 2, SUPPLY 1, SUPPLY 1, U_BASE 2, SUPPLY 1, SUPPLY 2, TEMPLE 1, U_SPLY 2, SUPPLY 1, SUPPLY 2, U_SPLY 2, U_SPLY 1, U_SPLY 1, U_SPLY 2, "
581,"SUPPLY 1, SUPPLY 1, SUPPLY 1, U_BASE 1, U_BASE 2, SUPPLY 1, TEMPLE 1, SUPPLY 1, U_SPLY 1, U_SPLY 1, SUPPLY 1, SUPPLY 2, U_SPLY 2, U_SPLY 2, U_BASE 2, U_BASE 2, U_SPLY 2, SUPPLY 2, SUPPLY 2, SUPPLY 2, U_SPLY 2, SUPPLY 2, U_SPLY 2, U_SPLY 2, SUPPLY 2, SUPPLY 2, "
581,"SUPPLY 1, SUPPLY 1, TEMPLE 1, SUPPLY 1, U_BASE 2, U_SPLY 1, SUPPLY 2, SUPPLY 2, SUPPLY 1, U_BASE 2, SUPPLY 2, U_SPLY 1, SUPPLY 2, U_SPLY 2, U_BASE 1, SUPPLY 2, "
582,"SUPPLY 1, SUPPLY 1, SUPPLY 1, U_BASE 2, SUPPLY 1, U_BASE 1, SUPPLY 2, TEMPLE 2, SUPPLY 2, U_SPLY 2, U_SPLY 2, U_SPLY 1, U_SPLY 2, U_SPLY 2, U_SPLY 1, SUPPLY 1, U_BASE 2, SUPPLY 2, SUPPLY 1, U_BASE 2, U_SPLY 2, U_SPLY 1, U_SPLY 1, U_SPLY 2, U_SPLY 2, U_SPLY 2, "
584,"SUPPLY 1, SUPPLY 1, U_BASE 1, U_BASE 2, SUPPLY 1, SUPPLY 2, SUPPLY 1, SUPPLY 2, TEMPLE 1, SUPPLY 2, "
584,"SUPPLY 1, SUPPLY 1, U_BASE 1, SUPPLY 1, SUPPLY 1, TEMPLE 1, U_SPLY 1, SUPPLY 1, U_SPLY 1, U_SPLY 1, SUPPLY 1, U_BASE 2, SUPPLY 2, "
585,"SUPPLY 1, SUPPLY 1, U_BASE 2, SUPPLY 1, TEMPLE 1, U_BASE 1, U_SPLY 1, SUPPLY 1, U_SPLY 1, U_SPLY 1, U_SPLY 1, U_SPLY 1, SUPPLY 1, SUPPLY 2, U_SPLY 2, U_SPLY 1, U_SPLY 2, U_SPLY 1, SUPPLY 2, SUPPLY 2, U_SPLY 2, U_BASE 2, U_SPLY 2, SUPPLY 2, U_SPLY 2, SUPPLY 1, U_BASE 2, SUPPLY 2, "
585,"SUPPLY 1, SUPPLY 1, SUPPLY 1, U_BASE 1, TEMPLE 1, U_SPLY 1, SUPPLY 1, U_SPLY 1, U_SPLY 1, U_SPLY 1, SUPPLY 1, U_SPLY 1, U_SPLY 1, SUPPLY 1, "
594,"SUPPLY 1, SUPPLY 1, TEMPLE 1, U_SPLY 1, SUPPLY 1, U_BASE 1, U_SPLY 1, SUPPLY 1, SUPPLY 1, U_SPLY 1, SUPPLY 1, U_BASE 2, SUPPLY 2, "
596,"SUPPLY 1, SUPPLY 1, U_BASE 2, TEMPLE 2, SUPPLY 2, SUPPLY 1, U_SPLY 2, SUPPLY 1, SUPPLY 1, U_SPLY 1, U_BASE 2, U_BASE 2, U_BASE 1, U_SPLY 2, U_SPLY 1, SUPPLY 1, U_SPLY 1, SUPPLY 2, SUPPLY 2, U_SPLY 2, U_SPLY 1, U_SPLY 1, SUPPLY 2, SUPPLY 1, "
596,"SUPPLY 1, TEMPLE 1, U_SPLY 1, U_SPLY 1, U_SPLY 1, SUPPLY 1, SUPPLY 1, U_BASE 1, SUPPLY 1, SUPPLY 1, U_SPLY 1, SUPPLY 1, "
597,"SUPPLY 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, U_BASE 1, TEMPLE 1, U_SPLY 1, U_SPLY 1, U_BASE 2, SUPPLY 2, U_SPLY 2, SUPPLY 1, U_SPLY 2, U_BASE 2, "
599,"SUPPLY 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, "
600,"U_BASE 2, SUPPLY 1, SUPPLY 2, TEMPLE 1, SUPPLY 1, SUPPLY 1, U_SPLY 2, SUPPLY 1, U_SPLY 1, U_SPLY 1, U_SPLY 2, U_SPLY 1, U_SPLY 2, SUPPLY 2, U_SPLY 2, U_SPLY 1, U_SPLY 2, U_SPLY 1, U_SPLY 1, SUPPLY 2, U_SPLY 2, U_SPLY 1, U_SPLY 2, U_BASE 2, SUPPLY 2, U_BASE 2, U_SPLY 1, U_SPLY 1, "
604,"TEMPLE 1, U_SPLY 1, U_SPLY 1, SUPPLY 1, U_SPLY 1, U_SPLY 1, U_SPLY 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, U_BASE 1, SUPPLY 1, SUPPLY 1, "
604,"SUPPLY 1, TEMPLE 1, SUPPLY 1, SUPPLY 1, U_BASE 2, SUPPLY 1, SUPPLY 2, U_SPLY 2, SUPPLY 2, U_SPLY 2, U_SPLY 1, U_SPLY 1, U_SPLY 1, U_SPLY 2, U_SPLY 2, U_SPLY 1, U_SPLY 1, "
605,"U_BASE 2, SUPPLY 1, SUPPLY 2, SUPPLY 1, SUPPLY 1, U_BASE 1, SUPPLY 1, SUPPLY 1, TEMPLE 1, U_SPLY 1, U_SPLY 2, U_SPLY 2, U_SPLY 2, U_SPLY 1, SUPPLY 1, U_BASE 2, U_BASE 2, U_SPLY 2, U_SPLY 2, "
606,"SUPPLY 1, SUPPLY 1, SUPPLY 1, TEMPLE 1, SUPPLY 1, U_SPLY 1, U_SPLY 1, U_BASE 2, U_SPLY 1, U_BASE 2, SUPPLY 2, U_SPLY 1, SUPPLY 2, U_SPLY 2, U_SPLY 1, U_BASE 1, SUPPLY 1, U_SPLY 1, "
606,"SUPPLY 1, SUPPLY 1, U_BASE 2, TEMPLE 2, U_SPLY 1, SUPPLY 2, U_BASE 2, U_SPLY 2, U_SPLY 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, U_SPLY 2, U_SPLY 2, U_SPLY 2, SUPPLY 2, "
608,"SUPPLY 1, SUPPLY 1, U_BASE 2, U_BASE 1, SUPPLY 1, SUPPLY 2, TEMPLE 2, U_SPLY 2, U_SPLY 2, U_SPLY 1, U_SPLY 2, U_SPLY 1, U_BASE 2, SUPPLY 2, SUPPLY 1, SUPPLY 2, U_SPLY 2, U_BASE 2, SUPPLY 2, SUPPLY 1, U_SPLY 1, U_SPLY 2, U_SPLY 2, U_SPLY 1, "
611,"SUPPLY 1, U_BASE 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, TEMPLE 1, SUPPLY 1, U_SPLY 1, U_SPLY 1, U_SPLY 1, U_BASE 2, SUPPLY 1, "
615,"SUPPLY 1, SUPPLY 1, SUPPLY 1, U_BASE 1, SUPPLY 1, TEMPLE 1, SUPPLY 1, "
616,"SUPPLY 1, U_BASE 1, SUPPLY 1, U_BASE 2, TEMPLE 2, U_SPLY 2, SUPPLY 1, SUPPLY 1, U_SPLY 1, U_SPLY 2, U_SPLY 1, U_SPLY 1, SUPPLY 1, U_SPLY 2, U_SPLY 1, U_SPLY 1, SUPPLY 1, U_SPLY 1, U_SPLY 2, U_SPLY 2, U_SPLY 2, U_SPLY 1, U_SPLY 1, SUPPLY 2, SUPPLY 1, U_SPLY 2, "
619,"U_BASE 2, SUPPLY 1, SUPPLY 1, SUPPLY 1, TEMPLE 2, U_SPLY 1, U_BASE 1, U_SPLY 2, SUPPLY 2, U_SPLY 2, U_SPLY 2, U_SPLY 1, U_BASE 2, SUPPLY 1, U_SPLY 1, SUPPLY 2, SUPPLY 1, U_SPLY 1, U_SPLY 2, "
621,"U_BASE 2, SUPPLY 2, SUPPLY 1, SUPPLY 2, SUPPLY 2, TEMPLE 1, U_BASE 1, SUPPLY 1, SUPPLY 1, U_SPLY 1, U_SPLY 1, "
622,"SUPPLY 1, U_BASE 2, TEMPLE 1, SUPPLY 1, SUPPLY 1, U_SPLY 1, SUPPLY 1, SUPPLY 2, U_SPLY 1, U_SPLY 2, SUPPLY 2, U_SPLY 2, U_SPLY 1, SUPPLY 2, U_SPLY 2, U_SPLY 2, U_SPLY 1, U_SPLY 1, "
624,"U_BASE 2, SUPPLY 2, SUPPLY 1, U_BASE 1, SUPPLY 2, SUPPLY 1, TEMPLE 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, U_SPLY 1, SUPPLY 1, U_BASE 2, "
627,"U_BASE 2, SUPPLY 2, SUPPLY 2, SUPPLY 2, TEMPLE 1, U_SPLY 2, U_SPLY 2, U_SPLY 1, SUPPLY 1, U_SPLY 2, SUPPLY 1, U_BASE 1, U_SPLY 2, U_SPLY 2, U_SPLY 2, U_SPLY 2, SUPPLY 1, SUPPLY 1, U_SPLY 1, U_SPLY 1, U_SPLY 2, "
628,"SUPPLY 1, SUPPLY 1, TEMPLE 1, SUPPLY 1, U_BASE 1, U_SPLY 1, U_SPLY 1, U_SPLY 1, U_BASE 2, U_SPLY 1, U_SPLY 1, U_SPLY 1, U_SPLY 1, U_BASE 2, SUPPLY 2, SUPPLY 2, SUPPLY 2, SUPPLY 1, U_BASE 2, SUPPLY 1, SUPPLY 1, "
632,"SUPPLY 1, SUPPLY 1, SUPPLY 1, U_BASE 1, SUPPLY 1, "
633,"SUPPLY 1, TEMPLE 1, U_BASE 2, U_SPLY 1, U_SPLY 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, U_SPLY 1, U_SPLY 1, U_BASE 1, U_SPLY 1, SUPPLY 2, SUPPLY 2, SUPPLY 2, U_SPLY 1, U_BASE 2, U_SPLY 2, U_SPLY 1, SUPPLY 2, U_SPLY 2, SUPPLY 2, U_SPLY 2, U_SPLY 2, U_SPLY 1, SUPPLY 1, "
634,"U_BASE 2, SUPPLY 1, SUPPLY 1, TEMPLE 2, U_SPLY 1, U_SPLY 2, SUPPLY 1, SUPPLY 1, U_SPLY 1, U_BASE 2, U_SPLY 1, SUPPLY 1, U_BASE 2, U_SPLY 2, U_SPLY 2, U_BASE 1, U_SPLY 2, SUPPLY 2, SUPPLY 1, SUPPLY 1, "
637,"U_BASE 2, SUPPLY 1, SUPPLY 1, U_BASE 1, TEMPLE 2, U_SPLY 1, U_SPLY 2, SUPPLY 2, U_BASE 2, SUPPLY 1, U_SPLY 2, U_SPLY 2, U_SPLY 2, SUPPLY 1, U_SPLY 2, U_SPLY 1, SUPPLY 2, SUPPLY 2, U_SPLY 2, U_SPLY 1, SUPPLY 2, U_BASE 2, SUPPLY 1, U_SPLY 2, U_SPLY 1, SUPPLY 2, U_SPLY 1, SUPPLY 2, U_SPLY 1, "
639,"U_BASE 2, SUPPLY 1, SUPPLY 2, U_BASE 2, SUPPLY 2, U_BASE 2, SUPPLY 1, SUPPLY 2, TEMPLE 2, U_SPLY 1, SUPPLY 2, SUPPLY 1, U_SPLY 1, U_BASE 1, U_SPLY 2, "
647,"SUPPLY 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, U_BASE 1, U_BASE 2, TEMPLE 1, U_SPLY 1, "
647,"SUPPLY 1, SUPPLY 1, SUPPLY 1, TEMPLE 1, SUPPLY 1, "
647,"SUPPLY 1, U_BASE 2, SUPPLY 1, U_BASE 2, U_BASE 2, SUPPLY 2, TEMPLE 2, U_SPLY 1, SUPPLY 1, U_SPLY 2, SUPPLY 1, U_SPLY 1, SUPPLY 1, U_BASE 1, U_SPLY 2, SUPPLY 2, U_SPLY 2, SUPPLY 2, U_SPLY 2, SUPPLY 2, U_SPLY 2, U_SPLY 2, U_SPLY 2, U_SPLY 1, U_SPLY 1, "
648,"SUPPLY 1, TEMPLE 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, U_SPLY 1, U_BASE 2, U_BASE 1, U_SPLY 1, U_SPLY 1, SUPPLY 1, U_SPLY 1, U_SPLY 1, U_SPLY 1, U_SPLY 1, U_BASE 2, U_SPLY 1, SUPPLY 2, U_SPLY 1, SUPPLY 1, U_BASE 2, "
656,"SUPPLY 1, U_BASE 1, SUPPLY 1, U_BASE 2, U_BASE 2, U_BASE 2, SUPPLY 2, TEMPLE 1, SUPPLY 1, SUPPLY 2, SUPPLY 2, SUPPLY 1, SUPPLY 2, SUPPLY 2, SUPPLY 2, SUPPLY 2, U_SPLY 1, U_SPLY 1, U_SPLY 1, SUPPLY 1, U_SPLY 1, SUPPLY 1, "
659,"TEMPLE 1, SUPPLY 1, U_BASE 1, SUPPLY 1, U_SPLY 1, U_BASE 2, U_SPLY 1, SUPPLY 1, U_SPLY 1, SUPPLY 2, U_SPLY 1, SUPPLY 2, U_SPLY 1, SUPPLY 1, U_SPLY 1, SUPPLY 2, U_BASE 2, SUPPLY 1, SUPPLY 2, SUPPLY 1, U_SPLY 2, U_SPLY 2, U_SPLY 2, SUPPLY 2, U_SPLY 2, "
662,"SUPPLY 1, TEMPLE 1, U_SPLY 1, SUPPLY 1, U_SPLY 1, U_SPLY 1, SUPPLY 1, SUPPLY 1, "
663,"U_BASE 2, SUPPLY 1, U_BASE 2, SUPPLY 2, TEMPLE 1, SUPPLY 2, SUPPLY 1, U_SPLY 2, U_SPLY 1, SUPPLY 2, U_SPLY 2, U_BASE 1, SUPPLY 1, SUPPLY 2, U_SPLY 2, U_BASE 2, SUPPLY 1, "
665,"TEMPLE 1, U_SPLY 1, SUPPLY 1, U_BASE 1, U_SPLY 1, SUPPLY 1, U_SPLY 1, U_SPLY 1, SUPPLY 1, U_SPLY 1, U_SPLY 1, U_SPLY 1, SUPPLY 1, SUPPLY 1, U_SPLY 1, U_BASE 2, U_SPLY 1, SUPPLY 2, U_SPLY 2, U_SPLY 2, SUPPLY 1, U_SPLY 2, "
666,"TEMPLE 1, SUPPLY 1, U_SPLY 1, U_SPLY 1, SUPPLY 1, U_SPLY 1, U_SPLY 1, U_SPLY 1, U_SPLY 1, U_SPLY 1, U_SPLY 1, U_BASE 1, U_BASE 2, SUPPLY 2, U_SPLY 2, U_BASE 2, U_SPLY 2, SUPPLY 1, SUPPLY 1, U_SPLY 1, SUPPLY 1, SUPPLY 1, SUPPLY 2, U_SPLY 2, SUPPLY 2, "
667,"SUPPLY 1, SUPPLY 1, U_BASE 1, TEMPLE 1, U_SPLY 1, U_SPLY 1, U_SPLY 1, SUPPLY 1, U_SPLY 1, U_BASE 2, U_BASE 2, SUPPLY 1, SUPPLY 2, U_SPLY 1, U_SPLY 2, SUPPLY 1, "
671,"TEMPLE 1, U_SPLY 1, U_SPLY 1, SUPPLY 1, U_SPLY 1, U_BASE 2, SUPPLY 1, U_SPLY 1, SUPPLY 1, U_BASE 1, SUPPLY 2, U_SPLY 1, U_SPLY 1, SUPPLY 1, U_SPLY 2, U_SPLY 2, SUPPLY 2, U_SPLY 2, U_SPLY 1, U_SPLY 2, U_SPLY 2, U_SPLY 1, SUPPLY 1, U_BASE 2, SUPPLY 1, U_SPLY 2, SUPPLY 2, "
674,"SUPPLY 1, SUPPLY 1, U_BASE 1, SUPPLY 1, SUPPLY 1, TEMPLE 1, "
677,"TEMPLE 1, SUPPLY 1, SUPPLY 1, U_BASE 2, U_SPLY 1, U_BASE 1, U_BASE 2, U_SPLY 1, SUPPLY 2, SUPPLY 1, SUPPLY 1, SUPPLY 2, U_SPLY 2, SUPPLY 2, U_SPLY 1, SUPPLY 2, U_SPLY 1, SUPPLY 1, SUPPLY 1, U_SPLY 2, U_SPLY 2, U_SPLY 2, U_BASE 2, "
678,"U_BASE 1, SUPPLY 1, TEMPLE 1, SUPPLY 1, U_BASE 2, U_SPLY 1, SUPPLY 2, U_SPLY 2, U_BASE 2, U_SPLY 2, U_SPLY 1, U_SPLY 2, U_SPLY 2, U_SPLY 2, SUPPLY 1, U_SPLY 1, U_SPLY 2, U_SPLY 1, U_SPLY 2, U_SPLY 2, U_SPLY 1, SUPPLY 2, SUPPLY 1, SUPPLY 1, SUPPLY 2, "
678,"U_BASE 2, SUPPLY 2, SUPPLY 2, SUPPLY 1, U_BASE 1, TEMPLE 2, U_SPLY 1, U_SPLY 1, U_SPLY 1, SUPPLY 1, SUPPLY 1, U_SPLY 1, U_SPLY 1, "
682,"SUPPLY 1, SUPPLY 1, SUPPLY 1, TEMPLE 1, U_BASE 1, U_SPLY 1, SUPPLY 1, U_BASE 2, U_BASE 2, SUPPLY 1, U_SPLY 1, U_SPLY 1, U_SPLY 1, "
685,"SUPPLY 1, U_BASE 2, TEMPLE 1, U_SPLY 1, SUPPLY 1, SUPPLY 2, SUPPLY 2, U_SPLY 2, U_SPLY 1, SUPPLY 1, U_SPLY 1, U_SPLY 2, U_SPLY 2, "
688,"TEMPLE 1, SUPPLY 1, U_SPLY 1, U_BASE 1, SUPPLY 1, U_SPLY 1, U_SPLY 1, U_SPLY 1, U_SPLY 1, U_SPLY 1, U_BASE 2, U_SPLY 1, SUPPLY 2, SUPPLY 2, SUPPLY 2, U_SPLY 2, SUPPLY 1, U_SPLY 1, U_BASE 2, U_SPLY 1, SUPPLY 1, U_SPLY 1, SUPPLY 2, U_SPLY 1, U_SPLY 1, SUPPLY 1, "
688,"U_BASE 1, SUPPLY 1, TEMPLE 1, U_SPLY 1, U_SPLY 1, U_BASE 2, U_SPLY 1, SUPPLY 1, SUPPLY 1, U_SPLY 1, SUPPLY 2, SUPPLY 1, U_SPLY 2, SUPPLY 1, SUPPLY 1, SUPPLY 2, SUPPLY 2, U_SPLY 2, "
689,"SUPPLY 1, SUPPLY 1, TEMPLE 1, U_BASE 1, SUPPLY 1, SUPPLY 1, U_SPLY 1, U_SPLY 1, U_SPLY 1, "
689,"U_BASE 1, SUPPLY 1, SUPPLY 1, TEMPLE 1, U_SPLY 1, U_BASE 2, U_SPLY 1, U_BASE 2, U_SPLY 1, U_BASE 2, U_SPLY 1, SUPPLY 1, SUPPLY 1, SUPPLY 2, U_SPLY 2, SUPPLY 1, SUPPLY 2, SUPPLY 2, SUPPLY 2, U_SPLY 1, U_SPLY 1, U_SPLY 2, SUPPLY 2, U_SPLY 1, "
691,"TEMPLE 1, SUPPLY 1, U_BASE 1, SUPPLY 1, U_SPLY 1, U_SPLY 1, SUPPLY 1, U_SPLY 1, U_SPLY 1, U_SPLY 1, U_BASE 2, SUPPLY 1, SUPPLY 1, U_SPLY 1, SUPPLY 2, U_BASE 2, U_SPLY 2, U_SPLY 2, SUPPLY 2, U_SPLY 2, "
692,"TEMPLE 1, SUPPLY 1, SUPPLY 1, U_SPLY 1, SUPPLY 1, U_SPLY 1, U_SPLY 1, U_SPLY 1, U_BASE 2, SUPPLY 1, U_BASE 2, SUPPLY 2, U_SPLY 2, U_BASE 2, SUPPLY 2, U_BASE 1, U_SPLY 2, "
692,"SUPPLY 1, TEMPLE 1, U_SPLY 1, U_BASE 2, SUPPLY 1, SUPPLY 2, U_SPLY 2, U_BASE 2, SUPPLY 2, U_BASE 2, U_SPLY 1, U_BASE 1, SUPPLY 2, SUPPLY 2, SUPPLY 1, SUPPLY 2, "
697,"SUPPLY 1, U_BASE 1, SUPPLY 1, TEMPLE 1, SUPPLY 1, SUPPLY 1, U_SPLY 1, "
697,"U_BASE 1, SUPPLY 1, TEMPLE 1, SUPPLY 1, U_SPLY 1, U_SPLY 1, U_BASE 2, SUPPLY 2, U_BASE 2, SUPPLY 1, SUPPLY 1, U_BASE 2, U_SPLY 2, SUPPLY 2, U_SPLY 2, U_SPLY 2, U_SPLY 1, SUPPLY 2, U_SPLY 2, SUPPLY 2, SUPPLY 1, "
700,"SUPPLY 1, SUPPLY 1, U_BASE 2, U_BASE 1, TEMPLE 1, U_SPLY 1, U_SPLY 1, U_SPLY 1, U_SPLY 1, SUPPLY 2, SUPPLY 2, U_SPLY 2, SUPPLY 2, U_SPLY 2, U_SPLY 1, U_SPLY 2, U_SPLY 2, "
709,"U_BASE 1, SUPPLY 1, SUPPLY 1, TEMPLE 1, U_SPLY 1, U_SPLY 1, U_SPLY 1, SUPPLY 1, U_SPLY 1, U_BASE 2, U_BASE 2, U_BASE 2, U_SPLY 1, SUPPLY 2, U_SPLY 1, SUPPLY 1, U_SPLY 1, SUPPLY 2, U_SPLY 1, U_SPLY 1, U_SPLY 2, U_SPLY 1, "
712,"SUPPLY 1, TEMPLE 1, SUPPLY 1, U_SPLY 1, U_BASE 1, U_SPLY 1, SUPPLY 1, U_BASE 2, U_SPLY 1, U_SPLY 1, U_SPLY 1, SUPPLY 1, SUPPLY 1, U_SPLY 1, U_SPLY 1, U_BASE 2, "
715,"SUPPLY 1, SUPPLY 1, U_BASE 1, SUPPLY 1, SUPPLY 1, U_BASE 2, TEMPLE 2, U_SPLY 2, U_SPLY 2, U_SPLY 2, U_SPLY 1, "
721,"SUPPLY 1, U_BASE 2, TEMPLE 2, U_SPLY 1, U_BASE 2, SUPPLY 1, SUPPLY 2, SUPPLY 2, SUPPLY 2, SUPPLY 1, U_SPLY 2, "
725,"U_BASE 2, SUPPLY 2, U_BASE 1, SUPPLY 1, TEMPLE 1, U_BASE 2, SUPPLY 1, U_SPLY 1, U_BASE 2, SUPPLY 2, U_SPLY 2, SUPPLY 2, SUPPLY 2, U_SPLY 2, SUPPLY 1, U_SPLY 2, U_SPLY 1, U_SPLY 2, U_SPLY 2, SUPPLY 2, U_SPLY 1, SUPPLY 1, SUPPLY 2, SUPPLY 1, U_SPLY 1, U_SPLY 2, SUPPLY 1, "
726,"U_BASE 1, SUPPLY 1, TEMPLE 1, U_SPLY 1, SUPPLY 1, U_BASE 2, SUPPLY 2, U_BASE 2, SUPPLY 2, SUPPLY 2, SUPPLY 1, U_SPLY 1, "
727,"SUPPLY 1, SUPPLY 1, U_BASE 1, SUPPLY 1, TEMPLE 1, U_SPLY 1, U_SPLY 1, U_BASE 2, SUPPLY 1, "
730,"U_BASE 2, SUPPLY 2, U_BASE 1, SUPPLY 2, SUPPLY 2, U_BASE 2, TEMPLE 1, SUPPLY 2, SUPPLY 2, U_SPLY 2, U_SPLY 1, U_SPLY 2, SUPPLY 1, "
733,"U_BASE 1, SUPPLY 1, TEMPLE 1, U_BASE 2, SUPPLY 2, SUPPLY 1, SUPPLY 2, U_BASE 2, U_BASE 2, SUPPLY 1, U_SPLY 2, SUPPLY 2, U_SPLY 1, SUPPLY 2, U_SPLY 1, SUPPLY 2, U_SPLY 2, SUPPLY 1, U_SPLY 2, SUPPLY 1, "
735,"SUPPLY 1, TEMPLE 1, SUPPLY 1, U_SPLY 1, U_SPLY 1, U_SPLY 1, U_SPLY 1, U_BASE 1, U_BASE 2, U_SPLY 1, SUPPLY 1, SUPPLY 1, SUPPLY 1, U_BASE 2, "
737,"SUPPLY 1, SUPPLY 1, U_BASE 2, U_BASE 2, TEMPLE 1, U_BASE 1, U_SPLY 1, U_SPLY 1, SUPPLY 1, U_SPLY 1, SUPPLY 1, U_SPLY 1, U_SPLY 1, SUPPLY 2, U_SPLY 1, U_SPLY 2, U_SPLY 1, U_SPLY 2, U_SPLY 1, "
741,"SUPPLY 1, U_BASE 1, SUPPLY 1, SUPPLY 1, "
742,"SUPPLY 1, SUPPLY 1, U_BASE 1, TEMPLE 1, SUPPLY 1, U_BASE 2, U_BASE 2, SUPPLY 2, U_SPLY 1, U_BASE 2, U_SPLY 1, U_SPLY 2, U_SPLY 1, U_SPLY 2, U_SPLY 2, U_SPLY 1, U_SPLY 2, U_SPLY 1, SUPPLY 2, "
747,"SUPPLY 1, TEMPLE 1, SUPPLY 1, U_SPLY 1, U_SPLY 1, SUPPLY 1, U_BASE 2, U_BASE 1, SUPPLY 2, "
749,"SUPPLY 1, TEMPLE 1, SUPPLY 1, U_SPLY 1, U_SPLY 1, U_SPLY 1, U_SPLY 1, U_BASE 1, U_SPLY 1, U_SPLY 1, U_BASE 2, U_BASE 2, U_SPLY 1, SUPPLY 1, U_SPLY 1, SUPPLY 2, U_SPLY 1, SUPPLY 1, U_SPLY 1, U_SPLY 1, U_SPLY 2, U_SPLY 1, "
750,"SUPPLY 1, TEMPLE 1, U_BASE 1, U_BASE 2, U_BASE 2, SUPPLY 1, SUPPLY 2, SUPPLY 1, U_SPLY 2, U_SPLY 1, U_SPLY 2, SUPPLY 2, U_SPLY 2, SUPPLY 2, SUPPLY 1, U_SPLY 2, SUPPLY 1, U_SPLY 2, SUPPLY 1, U_SPLY 2, SUPPLY 2, U_SPLY 2, "
750,"SUPPLY 1, U_BASE 2, TEMPLE 2, U_SPLY 2, SUPPLY 2, SUPPLY 2, U_SPLY 2, SUPPLY 1, U_SPLY 1, "
